Time,ECG,PCG,PPG
41920,492,806,38564
41930,494,821,38590
41940,496,811,38597
41950,499,796,38594
41960,496,790,38598
41970,498,803,38603
41980,497,807,38612
41990,497,767,38606
42000,500,697,38616
42010,500,700,38641
42020,502,685,38638
42030,499,679,38646
42040,499,714,38631
42050,497,711,38628
42060,494,768,38607
42070,491,803,38595
42080,487,807,38593
42090,487,799,38599
42100,486,821,38597
42110,484,790,38599
42120,483,807,38601
42130,485,796,38594
42140,486,795,38603
42150,489,816,38608
42160,492,738,38611
42170,494,711,38604
42180,498,801,38608
42190,496,794,38608
42200,498,791,38603
42210,499,823,38580
42220,502,797,38590
42230,502,809,38583
42240,500,790,38593
42250,501,795,38589
42260,501,827,38599
42270,504,829,38598
42280,507,813,38611
42290,506,780,38600
42300,511,727,38609
42310,510,701,38636
42320,512,688,38635
42330,516,697,38640
42340,513,725,38646
42350,506,746,38633
42360,501,764,38618
42370,495,800,38593
42380,494,816,38604
42390,497,866,38613
42400,504,793,38604
42410,503,849,38602
42420,504,808,38597
42430,509,788,38599
42440,510,812,38605
42450,509,722,38610
42460,509,767,38614
42470,506,833,38616
42480,508,772,38624
42490,507,814,38619
42500,509,821,38608
42510,512,829,38591
42520,511,788,38583
42530,518,755,38585
42540,522,806,38591
42550,526,847,38590
42560,528,783,38598
42570,527,879,38603
42580,526,809,38603
42590,521,767,38596
42600,522,709,38619
42610,519,729,38638
42620,518,688,38641
42630,518,675,38639
42640,517,711,38637
42650,514,715,38639
42660,514,776,38607
42670,513,820,38604
42680,517,798,38596
42690,515,833,38602
42700,518,801,38601
42710,520,819,38606
42720,518,823,38598
42730,519,810,38596
42740,519,819,38615
42750,521,771,38613
42760,523,773,38610
42770,523,763,38618
42780,523,808,38608
42790,524,807,38609
42800,524,815,38610
42810,527,835,38570
42820,529,822,38581
42830,528,823,38586
42840,534,815,38587
42850,532,817,38585
42860,534,818,38603
42870,528,833,38612
42880,526,816,38603
42890,525,722,38595
42900,531,707,38621
42910,538,700,38640
42920,537,698,38655
42930,538,703,38632
42940,542,707,38637
42950,543,765,38638
42960,544,770,38612
42970,540,790,38596
42980,542,828,38598
42990,541,806,38598
43000,541,771,38599
43010,539,827,38605
43020,534,782,38601
43030,530,804,38603
43040,521,785,38604
43050,503,800,38611
43060,495,711,38613
43070,487,794,38610
43080,481,786,38619
43090,477,819,38608
43100,472,798,38602
43110,470,800,38589
43120,466,843,38579
43130,464,796,38580
43140,459,806,38586
43150,454,808,38589
43160,442,825,38586
43170,434,787,38599
43180,424,803,38596
43190,419,780,38608
43200,414,736,38606
43210,413,689,38639
43220,413,691,38638
43230,415,680,38640
43240,420,710,38646
43250,422,711,38634
43260,429,792,38601
43270,432,821,38589
43280,435,780,38589
43290,442,803,38600
43300,447,801,38601
43310,451,839,38593
43320,456,801,38601
43330,460,800,38598
43340,469,781,38607
43350,470,820,38612
43360,479,746,38616
43370,482,697,38603
43380,484,811,38613
43390,488,802,38613
43400,491,772,38607
43410,496,802,38580
43420,501,823,38578
43430,502,794,38582
43440,508,800,38596
43450,510,795,38585
43460,512,802,38593
43470,520,802,38602
43480,517,793,38603
43490,524,795,38610
43500,525,709,38620
43510,530,681,38630
43520,533,715,38647
43530,534,675,38649
43540,539,705,38636
43550,539,719,38631
43560,541,729,38621
43570,543,810,38597
43580,542,789,38600
43590,547,803,38605
43600,545,802,38594
43610,548,812,38605
43620,548,809,38599
43630,547,796,38598
43640,549,818,38598
43650,545,819,38607
43660,548,781,38614
43670,547,709,38600
43680,544,808,38608
43690,543,836,38613
43700,543,761,38600
43710,538,775,38577
43720,537,823,38577
43730,534,787,38578
43740,535,787,38596
43750,540,818,38583
43760,550,831,38584
43770,552,803,38603
43780,549,757,38603
43790,549,765,38613
43800,550,714,38611
43810,552,704,38638
43820,561,688,38641
43830,561,701,38635
43840,567,687,38638
43850,569,724,38627
43860,568,780,38610
43870,565,789,38596
43880,558,800,38605
43890,546,807,38602
43900,549,801,38584
43910,544,798,38589
43920,537,825,38597
43930,528,779,38581
43940,518,800,38606
43950,511,761,38604
43960,506,763,38612
43970,503,696,38597
43980,497,816,38611
43990,493,815,38606
44000,494,812,38601
44010,485,769,38569
44020,486,793,38565
44030,480,817,38589
44040,478,795,38587
44050,476,783,38596
44060,470,821,38588
44070,471,807,38598
44080,468,764,38606
44090,468,769,38613
44100,468,718,38623
44110,464,700,38630
44120,468,645,38633
44130,463,712,38643
44140,456,681,38626
44150,456,739,38613
44160,453,764,38617
44170,450,794,38587
44180,447,800,38595
44190,442,796,38596
44200,437,839,38602
44210,428,792,38599
44220,423,814,38595
44230,418,797,38593
44240,412,792,38603
44250,410,751,38604
44260,406,780,38608
44270,401,771,38609
44280,399,792,38614
44290,402,801,38609
44300,402,813,38596
44310,404,804,38589
44320,411,813,38558
44330,414,836,38587
44340,417,825,38590
44350,423,806,38582
44360,427,799,38591
44370,432,849,38609
44380,440,777,38612
44390,448,748,38601
44400,456,730,38613
44410,462,697,38633
44420,471,668,38635
44430,478,701,38633
44440,477,704,38632
44450,488,712,38629
44460,488,737,38619
44470,492,780,38596
44480,499,809,38592
44490,502,809,38597
44500,510,811,38600
44510,515,804,38599
44520,520,798,38591
44530,527,786,38593
44540,525,824,38604
44550,531,777,38613
44560,529,779,38614
44570,535,717,38605
44580,536,780,38614
44590,535,794,38607
44600,538,808,38615
44610,540,808,38591
44620,538,786,38573
44630,541,813,38587
44640,535,795,38589
44650,535,800,38590
44660,532,824,38590
44670,530,814,38597
44680,532,802,38607
44690,526,774,38610
44700,528,752,38620
44710,530,699,38631
44720,528,673,38635
44730,532,709,38640
44740,534,708,38634
44750,536,724,38631
44760,544,732,38614
44770,543,819,38603
44780,554,800,38604
44790,564,796,38601
44800,576,806,38606
44810,588,807,38599
44820,596,766,38603
44830,606,820,38597
44840,598,789,38608
44850,599,784,38612
44860,599,793,38616
44870,600,798,38619
44880,604,828,38620
44890,601,792,38607
44900,599,809,38614
44910,598,787,38584
44920,594,808,38580
44930,597,771,38582
44940,596,816,38590
44950,595,805,38588
44960,600,827,38587
44970,598,792,38599
44980,600,778,38610
44990,599,767,38604
45000,595,745,38614
45010,598,727,38631
45020,592,687,38639
45030,587,698,38637
45040,581,670,38630
45050,573,726,38640
45060,572,715,38612
45070,562,825,38602
45080,559,814,38601
45090,552,783,38599
45100,540,776,38606
45110,536,833,38600
45120,524,808,38599
45130,517,807,38598
45140,507,826,38599
45150,498,786,38612
45160,485,752,38608
45170,474,717,38603
45180,462,814,38614
45190,455,809,38602
45200,447,799,38616
45210,442,795,38588
45220,445,834,38573
45230,442,796,38581
45240,440,797,38584
45250,438,821,38593
45260,438,792,38586
45270,438,792,38596
45280,439,789,38609
45290,445,785,38606
45300,448,752,38609
45310,459,695,38637
45320,460,685,38633
45330,465,684,38637
45340,472,707,38634
45350,474,716,38629
45360,481,760,38622
45370,481,829,38601
45380,483,799,38601
45390,484,798,38598
45400,480,802,38605
45410,485,808,38606
45420,486,832,38606
45430,485,798,38604
45440,492,779,38591
45450,491,804,38598
45460,491,776,38618
45470,492,720,38601
45480,496,807,38618
45490,508,793,38607
45500,514,804,38609
45510,520,795,38589
45520,528,777,38560
45530,539,811,38589
45540,552,799,38590
45550,558,784,38599
45560,565,811,38589
45570,571,796,38610
45580,569,794,38605
45590,578,777,38616
45600,581,755,38623
45610,583,671,38645
45620,582,707,38640
45630,579,680,38635
45640,581,708,38637
45650,575,707,38630
45660,573,736,38612
45670,567,811,38600
45680,564,786,38604
45690,564,796,38600
45700,560,816,38605
45710,557,803,38600
45720,557,786,38599
45730,552,812,38608
45740,552,783,38611
45750,548,794,38619
45760,549,730,38615
45770,548,795,38614
45780,539,811,38610
45790,540,806,38625
45800,540,792,38600
45810,534,809,38575
45820,540,795,38583
45830,536,790,38592
45840,537,818,38591
45850,533,811,38589
45860,530,805,38595
45870,532,799,38607
45880,521,781,38605
45890,520,739,38612
45900,516,738,38624
45910,506,685,38641
45920,495,696,38641
45930,484,644,38647
45940,480,698,38625
45950,475,704,38636
45960,470,771,38606
45970,466,807,38598
45980,458,791,38605
45990,454,808,38601
46000,446,790,38596
46010,434,815,38597
46020,429,815,38593
46030,419,802,38595
46040,413,791,38605
46050,408,766,38607
46060,407,733,38610
46070,414,827,38608
46080,413,774,38617
46090,416,805,38614
46100,422,795,38600
46110,423,801,38566
46120,429,800,38568
46130,433,802,38581
46140,434,815,38588
46150,439,786,38583
46160,442,810,38590
46170,450,784,38606
46180,454,776,38598
46190,460,755,38608
46200,468,694,38615
46210,472,706,38636
46220,479,686,38642
46230,482,681,38636
46240,485,752,38634
46250,490,713,38632
46260,491,769,38599
46270,495,798,38597
46280,498,800,38602
46290,500,794,38603
46300,508,809,38604
46310,507,785,38604
46320,509,815,38593
46330,512,778,38599
46340,512,783,38604
46350,518,751,38617
46360,520,740,38600
46370,522,796,38604
46380,529,814,38599
46390,537,809,38611
46400,552,800,38590
46410,567,827,38572
46420,580,792,38581
46430,587,820,38590
46440,591,823,38602
46450,591,807,38587
46460,587,771,38606
46470,590,816,38611
46480,592,757,38603
46490,585,747,38620
46500,592,701,38641
46510,588,691,38644
46520,588,677,38648
46530,584,722,38634
46540,577,716,38636
46550,573,740,38613
46560,566,783,38598
46570,563,777,38598
46580,560,843,38598
46590,553,779,38594
46600,553,824,38600
46610,548,798,38606
46620,545,805,38610
46630,541,790,38607
46640,524,827,38600
46650,517,756,38607
46660,504,705,38605
46670,494,787,38606
46680,486,789,38606
46690,476,803,38610
46700,466,798,38598
46710,455,823,38589
46720,444,815,38589
46730,436,803,38588
46740,424,799,38595
46750,419,797,38591
46760,410,812,38609
46770,407,788,38608
46780,406,761,38593
46790,406,734,38614
46800,412,676,38636
46810,415,694,38640
46820,421,711,38643
46830,427,669,38632
46840,427,703,38644
46850,432,740,38621
46860,432,780,38598
46870,432,823,38605
46880,436,798,38604
46890,434,805,38605
46900,438,808,38593
46910,441,804,38606
46920,446,790,38590
46930,452,785,38602
46940,452,781,38615
46950,461,779,38608
46960,468,712,38617
46970,483,782,38610
46980,499,812,38613
46990,506,806,38614
47000,519,775,38595
47010,533,823,38576
47020,539,805,38582
47030,544,801,38589
47040,544,827,38597
47050,547,812,38591
47060,550,825,38592
47070,550,777,38611
47080,555,779,38592
47090,555,788,38600
47100,555,690,38623
47110,554,698,38644
47120,548,696,38635
47130,546,693,38636
47140,537,690,38637
47150,532,747,38621
47160,521,775,38604
47170,506,794,38599
47180,500,805,38598
47190,496,799,38603
47200,493,799,38603
47210,492,814,38599
47220,490,830,38593
47230,488,809,38598
47240,483,821,38620
47250,482,757,38617
47260,480,724,38609
47270,472,796,38611
47280,465,793,38614
47290,457,804,38613
47300,447,793,38589
47310,440,788,38577
47320,429,824,38575
47330,424,787,38588
47340,420,825,38588
47350,413,808,38594
47360,410,791,38606
47370,404,753,38605
47380,396,777,38594
47390,391,756,38609
47400,386,697,38634
47410,387,684,38645
47420,390,669,38629
47430,396,729,38634
47440,402,696,38634
47450,406,766,38609
47460,413,816,38598
47470,418,800,38600
47480,426,787,38606
47490,429,812,38601
47500,433,803,38604
47510,440,801,38597
47520,443,798,38601
47530,448,785,38600
47540,453,775,38606
47550,458,735,38610
47560,467,792,38618
47570,470,791,38606
47580,475,817,38614
47590,477,787,38591
47600,477,821,38581
47610,477,803,38580
47620,482,814,38587
47630,481,802,38587
47640,483,819,38590
47650,484,832,38590
47660,488,797,38602
47670,490,793,38606
47680,494,762,38595
47690,501,710,38614
47700,510,685,38642
47710,520,664,38641
47720,527,696,38639
47730,538,717,38636
47740,566,721,38634
47750,608,766,38605
47760,638,803,38598
47770,659,813,38606
47780,664,776,38602
47790,671,796,38597
47800,673,807,38603
47810,680,810,38602
47820,683,790,38598
47830,684,813,38602
47840,686,791,38618
47850,682,697,38615
47860,681,797,38617
47870,681,819,38616
47880,675,843,38620
47890,671,774,38600
47900,664,792,38571
47910,656,819,38583
47920,652,826,38589
47930,641,784,38594
47940,635,822,38586
47950,622,775,38587
47960,612,811,38606
47970,604,792,38604
47980,592,760,38604
47990,582,750,38635
48000,568,696,38641
48010,555,715,38646
48020,546,703,38644
48030,526,721,38636
48040,517,707,38628
48050,501,679,38607
48060,483,795,38595
48070,477,700,38603
48080,473,821,38606
48090,474,787,38609
48100,473,799,38602
48110,471,830,38596
48120,472,801,38597
48130,470,790,38607
48140,471,800,38612
48150,471,715,38598
48160,468,778,38615
48170,471,827,38611
48180,468,804,38618
48190,468,811,38588
48200,469,810,38577
48210,467,804,38585
48220,466,838,38585
48230,464,793,38594
48240,467,830,38589
48250,465,781,38605
48260,466,813,38611
48270,468,763,38604
48280,468,743,38622
48290,471,586,38637
48300,475,755,38638
48310,476,704,38635
48320,477,668,38638
48330,476,718,38640
48340,474,763,38612
48350,477,891,38598
48360,476,806,38595
48370,480,799,38601
48380,480,796,38600
48390,481,800,38598
48400,484,821,38598
48410,487,865,38603
48420,491,834,38609
48430,491,788,38612
48440,492,771,38612
48450,493,847,38613
48460,495,795,38614
48470,497,835,38616
48480,501,830,38601
48490,504,823,38568
48500,509,816,38574
48510,512,838,38581
48520,514,815,38591
48530,516,806,38593
48540,517,807,38591
48550,520,806,38605
48560,525,773,38604
48570,533,759,38617
48580,547,707,38627
48590,561,729,38638
48600,591,685,38634
48610,608,683,38641
48620,616,723,38628
48630,615,715,38639
48640,604,798,38600
48650,594,788,38599
48660,572,795,38610
48670,554,805,38604
48680,541,816,38609
48690,523,769,38597
48700,514,807,38597
48710,500,802,38605
48720,491,814,38603
48730,476,785,38612
48740,460,718,38609
48750,443,834,38616
48760,425,846,38611
48770,406,778,38617
48780,390,791,38596
48790,361,836,38575
48800,334,839,38580
48810,303,783,38587
48820,275,794,38598
48830,257,822,38592
48840,247,788,38591
48850,253,797,38621
48860,262,749,38607
48870,272,764,38621
48880,291,707,38643
48890,304,649,38642
48900,320,682,38643
48910,334,697,38643
48920,346,723,38630
48930,364,721,38620
48940,375,794,38602
48950,394,783,38604
48960,406,807,38602
48970,422,778,38598
48980,440,845,38598
48990,450,836,38594
49000,464,814,38592
49010,474,763,38606
49020,489,830,38608
49030,499,795,38617
49040,509,697,38614
49050,520,788,38613
49060,529,779,38617
49070,536,800,38618
49080,547,803,38587
49090,552,797,38584
49100,557,818,38582
49110,568,804,38585
49120,573,790,38602
49130,583,814,38591
49140,585,784,38590
49150,601,800,38609
49160,611,778,38600
49170,615,724,38613
49180,624,675,38625
49190,635,701,38645
49200,654,686,38651
49210,671,665,38636
49220,682,705,38634
49230,699,717,38628
49240,715,745,38616
49250,728,814,38601
49260,740,781,38602
49270,743,800,38601
49280,754,781,38598
49290,753,797,38597
49300,753,811,38592
49310,755,791,38601
49320,749,796,38610
49330,749,783,38622
49340,745,719,38611
49350,733,790,38609
49360,716,805,38620
49370,691,806,38619
49380,670,802,38602
49390,655,796,38578
49400,636,814,38566
49410,624,820,38600
49420,609,796,38594
49430,596,792,38582
49440,582,801,38598
49450,564,784,38611
49460,550,755,38601
49470,535,773,38618
49480,528,686,38631
49490,522,704,38643
49500,514,665,38646
49510,514,688,38632
49520,508,729,38642
49530,505,737,38626
49540,507,799,38608
49550,504,817,38614
49560,507,803,38610
49570,505,840,38603
49580,504,798,38607
49590,505,803,38600
49600,503,826,38601
49610,508,830,38598
49620,504,788,38611
49630,506,774,38618
49640,509,755,38609
49650,509,822,38614
49660,514,810,38619
49670,515,833,38618
49680,515,831,38602
49690,519,807,38566
49700,516,803,38587
49710,520,849,38585
49720,524,833,38588
49730,525,796,38586
49740,529,791,38594
49750,525,834,38597
49760,525,810,38605
49770,517,769,38612
49780,505,704,38626
49790,500,739,38643
49800,496,700,38645
49810,499,682,38636
49820,506,737,38631
49830,520,774,38624
49840,548,812,38604
49850,550,780,38600
49860,552,827,38606
49870,551,873,38600
49880,545,789,38600
49890,546,801,38604
49900,537,826,38600
49910,534,838,38609
49920,532,778,38600
49930,524,802,38612
49940,522,718,38605
49950,511,835,38607
49960,504,783,38614
49970,504,827,38614
49980,499,819,38592
49990,497,832,38581
50000,494,790,38576
50010,490,837,38592
50020,487,828,38603
50030,481,813,38596
50040,480,840,38596
50050,474,815,38604
50060,472,811,38605
50070,471,765,38622
50080,470,697,38631
50090,474,683,38643
50100,473,720,38639
50110,472,705,38633
50120,473,743,38646
50130,468,745,38621
50140,464,801,38605
50150,461,810,38606
50160,458,839,38604
50170,461,835,38599
50180,459,815,38603
50190,462,809,38603
50200,459,811,38603
50210,458,841,38597
50220,458,779,38616
50230,458,792,38612
50240,459,755,38616
50250,460,782,38612
50260,459,784,38612
50270,463,843,38618
50280,461,817,38593
50290,462,792,38581
50300,465,812,38584
50310,465,828,38600
50320,467,827,38600
50330,467,780,38588
50340,470,798,38600
50350,473,819,38610
50360,471,813,38608
50370,477,712,38622
50380,479,693,38642
50390,480,725,38640
50400,483,737,38647
50410,484,684,38636
50420,490,708,38642
50430,489,776,38605
50440,491,845,38600
50450,499,787,38608
50460,499,799,38601
50470,504,821,38601
50480,502,827,38598
50490,505,760,38598
50500,507,823,38599
50510,512,838,38603
50520,513,798,38612
50530,511,704,38606
50540,512,816,38613
50550,516,818,38604
50560,513,807,38621
50570,515,794,38598
50580,515,837,38570
50590,509,824,38580
50600,508,798,38592
50610,501,834,38602
50620,498,809,38586
50630,491,857,38592
50640,490,805,38614
50650,494,794,38595
50660,492,748,38612
50670,490,715,38629
50680,491,691,38643
50690,486,722,38633
50700,485,686,38638
50710,482,714,38621
50720,481,715,38631
50730,480,809,38606
50740,476,806,38597
50750,477,809,38604
50760,476,798,38602
50770,478,794,38602
50780,478,818,38602
50790,475,781,38603
50800,480,812,38598
50810,477,800,38613
50820,480,768,38611
50830,479,712,38608
50840,479,814,38613
50850,487,838,38610
50860,488,832,38613
50870,490,827,38599
50880,497,792,38566
50890,500,792,38570
50900,506,811,38588
50910,508,830,38601
50920,512,818,38597
50930,517,813,38606
50940,513,806,38614
50950,517,838,38599
50960,517,750,38604
50970,520,729,38632
50980,521,721,38645
50990,518,675,38639
51000,519,671,38637
51010,517,741,38639
51020,519,753,38619
51030,517,793,38603
51040,516,812,38603
51050,516,804,38597
51060,513,791,38593
51070,510,817,38602
51080,509,791,38596
51090,506,803,38594
51100,509,773,38600
51110,506,788,38615
51120,499,798,38609
51130,499,720,38605
51140,496,800,38617
51150,495,807,38615
51160,495,796,38620
51170,494,804,38593
51180,493,805,38578
51190,494,848,38588
51200,493,862,38588
51210,492,822,38593
51220,487,803,38585
51230,488,787,38592
51240,485,827,38607
51250,483,831,38610
51260,482,789,38602
51270,479,696,38625
51280,476,716,38643
51290,478,727,38638
51300,472,690,38643
51310,471,741,38629
51320,466,755,38637
51330,467,802,38605
51340,462,764,38601
51350,458,852,38602
51360,459,820,38599
51370,453,819,38602
51380,458,799,38598
51390,456,807,38592
51400,456,772,38599
51410,457,808,38609
51420,453,781,38614
51430,458,747,38608
51440,459,797,38619
51450,457,805,38617
51460,462,824,38620
51470,460,804,38590
51480,464,820,38574
51490,466,788,38590
51500,467,797,38595
51510,473,780,38587
51520,472,814,38596
51530,475,831,38596
51540,480,848,38608
51550,481,816,38597
51560,486,753,38607
51570,487,691,38636
51580,489,725,38645
51590,497,744,38635
51600,499,689,38641
51610,503,693,38643
51620,502,736,38630
51630,502,859,38608
51640,506,794,38600
51650,508,810,38604
51660,510,835,38605
51670,510,805,38605
51680,513,786,38602
51690,515,825,38596
51700,513,832,38592
51710,519,790,38609
51720,515,766,38614
51730,519,729,38607
51740,520,794,38617
51750,517,815,38605
51760,519,808,38612
51770,520,808,38594
51780,519,803,38575
51790,521,793,38585
51800,519,835,38576
51810,519,798,38594
51820,514,803,38583
51830,513,803,38594
51840,512,790,38605
51850,509,781,38603
51860,510,766,38604
51870,514,712,38636
51880,512,701,38635
51890,511,723,38633
51900,508,686,38643
51910,505,686,38627
51920,508,761,38638
51930,508,820,38601
51940,512,814,38594
51950,508,801,38606
51960,510,814,38597
51970,512,863,38601
51980,511,797,38600
51990,511,810,38600
52000,512,835,38594
52010,511,807,38611
52020,510,776,38619
52030,507,752,38610
52040,507,833,38612
52050,501,799,38615
52060,503,801,38613
52070,501,816,38592
52080,499,833,38580
52090,504,806,38583
52100,502,805,38580
52110,500,810,38587
52120,499,807,38583
52130,503,797,38591
52140,505,836,38599
52150,505,779,38600
52160,506,760,38606
52170,512,720,38621
52180,515,672,38639
52190,523,673,38642
52200,525,700,38642
52210,528,703,38644
52220,533,717,38632
52230,533,758,38607
52240,538,788,38594
52250,538,797,38602
52260,540,810,38605
52270,545,843,38602
52280,539,855,38605
52290,541,829,38602
52300,542,794,38603
52310,541,817,38611
52320,543,800,38616
52330,543,762,38607
52340,540,813,38620
52350,539,812,38614
52360,535,835,38619
52370,540,805,38596
52380,538,805,38583
52390,536,835,38587
52400,538,827,38585
52410,534,795,38592
52420,532,798,38580
52430,533,836,38588
52440,531,830,38600
52450,529,796,38601
52460,527,786,38609
52470,528,724,38622
52480,524,722,38641
52490,521,680,38643
52500,524,671,38633
52510,518,694,38635
52520,518,708,38632
52530,512,726,38623
52540,509,801,38591
52550,508,801,38596
52560,504,810,38605
52570,504,798,38600
52580,502,794,38599
52590,504,797,38600
52600,504,800,38593
52610,500,837,38607
52620,503,810,38605
52630,502,791,38619
52640,504,727,38608
52650,509,848,38615
52660,506,798,38613
52670,510,792,38603
52680,512,805,38578
52690,510,800,38585
52700,512,790,38583
52710,509,818,38599
52720,510,807,38585
52730,510,806,38592
52740,511,801,38596
52750,508,791,38600
52760,509,754,38609
52770,507,730,38624
52780,509,689,38634
52790,504,706,38638
52800,508,690,38650
52810,503,690,38638
52820,504,745,38633
52830,501,758,38615
52840,498,808,38592
52850,498,798,38607
52860,493,805,38610
52870,492,780,38604
52880,493,818,38593
52890,489,800,38603
52900,492,809,38598
52910,487,798,38609
52920,488,786,38612
52930,493,803,38610
52940,492,785,38612
52950,492,805,38613
52960,493,813,38618
52970,490,801,38605
52980,493,785,38576
52990,494,821,38583
53000,495,798,38580
53010,494,820,38587
53020,490,803,38592
53030,485,792,38581
53040,488,798,38601
53050,489,809,38609
53060,486,776,38611
53070,484,751,38617
53080,485,696,38635
53090,478,680,38638
53100,479,714,38644
53110,482,682,38636
53120,481,743,38648
53130,483,759,38611
53140,482,796,38589
53150,481,783,38605
53160,480,815,38598
53170,480,808,38601
53180,482,810,38603
53190,480,834,38604
53200,484,808,38593
53210,485,795,38616
53220,485,799,38617
53230,489,760,38610
53240,490,844,38617
53250,494,803,38614
53260,495,786,38616
53270,496,806,38605
53280,498,854,38579
53290,499,800,38577
53300,503,814,38578
53310,505,831,38591
53320,505,817,38590
53330,509,825,38591
53340,507,781,38608
53350,508,839,38602
53360,512,769,38611
53370,512,728,38630
53380,518,706,38637
53390,515,754,38641
53400,515,680,38643
53410,516,695,38635
53420,513,772,38627
53430,517,771,38611
53440,516,791,38598
53450,516,819,38606
53460,516,828,38605
53470,517,805,38602
53480,522,755,38596
53490,518,816,38605
53500,522,809,38593
53510,522,789,38608
53520,520,796,38618
53530,528,797,38612
53540,526,845,38615
53550,523,819,38618
53560,523,828,38623
53570,522,801,38599
53580,524,833,38591
53590,525,841,38586
53600,522,807,38582
53610,525,856,38593
53620,522,822,38588
53630,524,812,38596
53640,524,764,38601
53650,523,838,38619
53660,529,688,38602
53670,524,737,38641
53680,525,716,38640
53690,523,763,38639
53700,522,702,38631
53710,519,695,38634
53720,516,766,38635
53730,517,833,38612
53740,513,789,38603
53750,509,762,38597
53760,508,826,38604
53770,505,797,38601
53780,505,804,38603
53790,506,841,38598
53800,503,811,38600
53810,504,811,38616
53820,502,762,38620
53830,502,769,38611
53840,502,828,38625
53850,504,747,38613
53860,504,822,38616
53870,503,825,38607
53880,505,820,38594
53890,503,777,38578
53900,506,779,38585
53910,510,835,38590
53920,510,829,38597
53930,507,711,38600
53940,509,848,38607
53950,506,809,38609
53960,506,823,38606
53970,507,674,38633
53980,509,726,38647
53990,512,700,38636
54000,510,721,38648
54010,512,684,38639
54020,513,790,38628
54030,515,763,38608
54040,519,833,38597
54050,517,825,38617
54060,520,796,38608
54070,521,818,38598
54080,522,821,38599
54090,524,805,38603
54100,524,801,38600
54110,523,785,38602
54120,523,781,38617
54130,522,752,38618
54140,523,798,38614
54150,517,810,38610
54160,516,827,38625
54170,514,796,38591
54180,510,817,38584
54190,510,828,38584
54200,504,799,38585
54210,502,815,38585
54220,500,812,38592
54230,499,780,38598
54240,501,769,38604
54250,498,802,38603
54260,497,754,38608
54270,498,691,38632
54280,499,693,38645
54290,501,707,38643
54300,499,691,38641
54310,499,716,38638
54320,498,757,38626
54330,497,785,38612
54340,501,775,38606
54350,499,802,38605
54360,502,825,38601
54370,501,811,38600
54380,500,787,38605
54390,502,783,38602
54400,501,780,38597
54410,500,771,38610
54420,500,798,38621
54430,495,739,38613
54440,497,800,38620
54450,497,798,38615
54460,498,789,38616
54470,500,814,38597
54480,501,788,38574
54490,498,798,38577
54500,501,836,38592
54510,499,789,38589
54520,499,785,38596
54530,498,828,38598
54540,498,814,38602
54550,499,788,38606
54560,497,725,38617
54570,503,707,38636
54580,499,691,38650
54590,499,699,38643
54600,499,683,38646
54610,498,716,38632
54620,500,736,38624
54630,496,775,38605
54640,501,788,38603
54650,500,802,38615
54660,496,804,38605
54670,500,799,38603
54680,498,825,38596
54690,498,796,38605
54700,500,829,38614
54710,500,761,38620
54720,502,765,38623
54730,499,740,38609
54740,503,776,38608
54750,505,783,38618
54760,501,810,38620
54770,505,796,38594
54780,504,793,38583
54790,501,776,38587
54800,503,807,38594
54810,502,833,38596
54820,503,817,38590
54830,500,820,38605
54840,501,827,38607
54850,504,774,38604
54860,501,718,38621
54870,500,701,38643
54880,497,703,38649
54890,500,679,38648
54900,499,671,38657
54910,497,704,38636
54920,498,746,38632
54930,498,805,38618
54940,498,774,38601
54950,502,835,38601
54960,501,840,38593
54970,501,794,38604
54980,502,828,38604
54990,502,819,38606
55000,505,843,38603
55010,502,831,38616
55020,502,787,38609
55030,502,740,38609
55040,499,816,38617
55050,501,795,38619
55060,501,816,38625
55070,499,839,38593
55080,497,796,38577
55090,497,801,38594
55100,497,803,38585
55110,496,798,38595
55120,497,831,38596
55130,500,809,38603
55140,498,793,38611
55150,502,784,38606
55160,500,753,38620
55170,503,703,38632
55180,505,728,38640
55190,503,725,38645
55200,504,694,38644
55210,507,684,38642
55220,504,755,38629
55230,506,804,38607
55240,509,817,38600
55250,509,803,38612
55260,511,835,38606
55270,508,858,38611
55280,511,800,38604
55290,509,809,38602
55300,512,830,38610
55310,512,812,38612
55320,510,760,38616
55330,507,759,38613
55340,506,811,38603
55350,506,805,38612
55360,506,835,38628
55370,505,826,38602
55380,505,785,38573
55390,508,811,38588
55400,505,797,38591
55410,508,836,38597
55420,508,810,38594
55430,508,800,38601
55440,505,830,38607
55450,509,773,38616
55460,509,788,38614
55470,508,726,38630
55480,511,691,38637
55490,507,685,38636
55500,510,710,38650
55510,509,710,38631
55520,512,761,38635
55530,512,798,38608
55540,510,822,38594
55550,508,807,38607
55560,509,822,38608
55570,507,829,38606
55580,508,807,38607
55590,507,810,38603
55600,507,814,38607
55610,509,803,38605
55620,505,793,38619
55630,506,758,38613
55640,504,846,38618
55650,505,820,38611
55660,507,799,38619
55670,504,788,38613
55680,504,827,38583
55690,503,847,38578
55700,504,806,38588
55710,505,818,38599
55720,505,835,38602
55730,510,828,38591
55740,508,809,38611
55750,505,831,38602
55760,505,773,38600
55770,504,714,38623
55780,509,673,38644
55790,507,705,38640
55800,508,694,38644
55810,508,723,38643
55820,508,739,38642
55830,509,786,38605
55840,507,815,38595
55850,507,786,38599
55860,508,812,38604
55870,506,823,38598
55880,508,804,38597
55890,510,794,38596
